Datetime,Nhiệt độ,Độ ẩm,Khí áp,T.độ gió,H. gió
2014-04-12 14:00:00,33.0,59,1007.7,2.6,187
2014-04-12 15:00:00,33.5,59,1007.2,1.7,205
2014-04-12 16:00:00,30.0,79,1006.6,1.1,308
2014-04-12 17:00:00,31.3,77,1006.7,1.1,142
2014-04-12 18:00:00,27.2,89,1008.2,3.5,226
2014-04-12 19:00:00,26.1,95,1008.8,2.2,201
2014-04-12 20:00:00,25.9,96,1009.8,2.3,214
2014-04-12 21:00:00,25.8,98,1010.4,1.1,190
2014-04-12 22:00:00,25.8,100,1010.6,1.6,158
2014-04-12 23:00:00,25.8,100,1010.5,1.7,155
2014-04-13 00:00:00,25.8,100,1010.1,1.8,167
2014-04-13 01:00:00,25.7,100,1009.6,1.1,180
2014-04-13 02:00:00,25.4,100,1009.3,1.5,180
2014-04-13 03:00:00,25.2,100,1008.8,1.7,173
2014-04-13 04:00:00,25.1,100,1009.3,1.5,188
2014-04-13 05:00:00,25.0,100,1009.9,1.5,127
2014-04-13 06:00:00,25.0,100,1010.6,0.7,146
2014-04-13 07:00:00,26.0,95,1011.2,1.9,145
2014-04-13 08:00:00,27.9,85,1012.2,2.6,171
2014-04-13 09:00:00,29.3,70,1012.8,2.9,176
2014-04-13 10:00:00,30.5,69,1012.6,1.5,196
2014-04-13 11:00:00,31.1,68,1012.3,2.5,220
2014-04-13 12:00:00,32.0,66,1011.4,1.6,38
2014-04-13 13:00:00,32.2,64,1010.4,1.0,11
2014-04-13 14:00:00,33.0,60,1009.0,1.1,190
2014-04-13 15:00:00,33.5,57,1008.1,1.2,200
2014-04-13 16:00:00,33.4,57,1007.8,1.8,180
2014-04-13 17:00:00,33.0,59,1007.8,1.9,223
2014-04-13 18:00:00,32.2,63,1008.1,0.9,162
2014-04-13 19:00:00,30.9,77,1008.7,1.8,93
2014-04-13 20:00:00,29.5,75,1009.9,2.4,158
2014-04-13 21:00:00,28.5,81,1010.7,1.8,135
2014-04-13 22:00:00,28.0,84,1011.5,1.3,153
2014-04-13 23:00:00,27.3,89,1011.4,1.3,180
2014-04-14 00:00:00,27.0,90,1010.9,1.3,153
2014-04-14 01:00:00,26.6,92,1010.3,1.6,191
2014-04-14 02:00:00,26.4,94,1010.0,1.1,142
2014-04-14 03:00:00,26.2,95,1009.6,1.1,124
2014-04-14 04:00:00,25.9,97,1009.6,1.2,180
2014-04-14 05:00:00,25.9,98,1010.3,1.1,195
2014-04-14 06:00:00,25.9,100,1010.9,1.2,166
2014-04-14 07:00:00,27.2,95,1011.0,2.4,145
2014-04-14 08:00:00,29.0,84,1011.8,2.2,141
2014-04-14 09:00:00,29.9,79,1012.7,1.4,124
2014-04-14 10:00:00,30.6,76,1012.8,0.4,146
2014-04-14 11:00:00,31.2,71,1012.7,0.2,270
2014-04-14 12:00:00,31.0,71,1012.0,1.4,192
2014-04-14 13:00:00,32.3,68,1010.5,2.2,167
2014-04-14 14:00:00,32.4,65,1009.6,1.6,137
2014-04-14 15:00:00,32.2,65,1008.7,2.0,189
2014-04-14 16:00:00,32.2,65,1008.3,3.0,217
2014-04-14 17:00:00,31.7,68,1007.7,2.8,206
2014-04-14 18:00:00,30.7,75,1008.2,1.5,160
2014-04-14 19:00:00,29.6,80,1008.4,1.3,157
2014-04-14 20:00:00,28.8,83,1009.8,2.2,180
2014-04-14 21:00:00,27.9,85,1010.6,2.3,167
2014-04-14 22:00:00,27.4,90,1011.7,1.6,187
2014-04-14 23:00:00,27.3,91,1011.8,0.6,149
2014-04-15 00:00:00,26.7,95,1011.4,2.0,162
2014-04-15 01:00:00,26.6,97,1010.7,0.9,174
2014-04-15 02:00:00,26.2,100,1009.9,1.7,173
2014-04-15 03:00:00,26.2,100,1010.5,0.9,229
2014-04-15 04:00:00,26.3,100,1010.6,1.3,209
2014-04-15 05:00:00,26.2,100,1011.0,1.2,200
2014-04-15 06:00:00,26.2,100,1011.6,0.3,162
2014-04-15 07:00:00,26.7,100,1012.1,1.2,114
2014-04-15 08:00:00,28.5,95,1012.9,2.7,45
2014-04-15 09:00:00,27.9,95,1013.1,3.2,9
2014-04-15 10:00:00,28.7,91,1012.7,2.3,18
2014-04-15 11:00:00,30.3,81,1012.2,2.2,8
2014-04-15 12:00:00,31.5,69,1011.2,1.3,318
2014-04-15 14:00:00,33.0,65,1009.0,1.9,309
2014-04-15 15:00:00,26.9,92,1009.3,3.1,225
2014-04-15 16:00:00,26.2,91,1008.9,2.3,108
2014-04-15 17:00:00,25.8,94,1008.9,2.0,237
2014-04-15 18:00:00,25.2,100,1009.0,5.4,215
2014-04-15 19:00:00,25.0,100,1008.8,2.4,202
2014-04-15 20:00:00,25.0,100,1009.4,1.5,208
2014-04-15 21:00:00,25.0,100,1010.4,1.3,138
2014-04-15 22:00:00,25.3,100,1011.5,1.0,107
2014-04-15 23:00:00,25.1,100,1012.0,0.5,233
2014-04-16 00:00:00,25.2,100,1011.4,1.3,270
2014-04-16 01:00:00,25.5,100,1010.6,1.2,336
2014-04-16 02:00:00,25.2,100,1009.8,0.8,173
2014-04-16 03:00:00,24.6,100,1009.6,1.4,210
2014-04-16 04:00:00,24.5,100,1010.0,1.3,222
2014-04-16 06:00:00,24.6,100,1010.9,0.9,90
2014-04-16 07:00:00,26.2,100,1011.2,2.0,63
2014-04-16 08:00:00,28.0,94,1011.6,1.2,132
2014-04-16 09:00:00,30.0,79,1011.6,2.3,119
2014-04-16 10:00:00,30.7,67,1011.6,2.0,120
2014-04-16 11:00:00,31.3,70,1011.0,1.7,163
2014-04-16 12:00:00,32.0,63,1010.0,0.9,167
2014-04-16 13:00:00,33.1,60,1009.2,1.6,83
2014-04-16 14:00:00,33.1,55,1008.4,1.8,71
2014-04-16 15:00:00,33.4,58,1007.2,0.4,326
2014-04-16 16:00:00,33.0,59,1007.2,1.2,204
2014-04-16 17:00:00,30.7,72,1007.0,5.6,180
2014-04-16 18:00:00,28.4,79,1007.6,3.7,193
2014-04-16 19:00:00,27.5,83,1007.7,3.4,180
2014-04-16 20:00:00,27.2,87,1008.3,1.7,177
2014-04-16 21:00:00,27.0,90,1009.5,0.6,180
2014-04-16 22:00:00,26.8,93,1009.9,1.3,180
2014-04-16 23:00:00,26.5,96,1010.1,0.7,180
2014-04-17 00:00:00,26.2,98,1009.6,1.0,204
2014-04-17 01:00:00,26.0,100,1009.4,1.4,219
2014-04-17 02:00:00,26.0,100,1008.9,0.8,210
2014-04-17 03:00:00,25.9,100,1008.5,1.2,200
2014-04-17 04:00:00,25.8,100,1008.3,1.4,159
2014-04-17 05:00:00,25.8,100,1008.5,1.2,145
2014-04-17 06:00:00,25.8,100,1009.0,1.2,125
2014-04-17 07:00:00,26.5,100,1009.9,0.8,113
2014-04-17 08:00:00,28.4,86,1010.5,2.4,165
2014-04-17 09:00:00,29.3,79,1010.9,2.3,165
2014-04-17 10:00:00,30.3,77,1010.7,2.2,183
2014-04-17 11:00:00,31.3,68,1010.4,0.8,97
2014-04-17 12:00:00,32.0,66,1009.5,2.2,170
2014-04-17 14:00:00,32.5,65,1007.7,1.3,347
2014-04-17 15:00:00,32.6,63,1006.8,1.5,290
2014-04-17 16:00:00,31.5,69,1006.8,2.5,191
2014-04-17 17:00:00,28.2,79,1007.2,2.4,161
2014-04-17 18:00:00,27.7,84,1007.4,2.9,176
2014-04-17 19:00:00,27.5,86,1007.6,1.6,184
2014-04-17 20:00:00,27.1,89,1008.4,2.3,180
2014-04-17 21:00:00,26.9,90,1009.4,1.7,208
2014-04-17 22:00:00,26.4,94,1010.4,0.9,193
2014-04-17 23:00:00,26.2,97,1010.4,1.4,197
2014-04-18 00:00:00,25.7,100,1010.0,1.3,203
2014-04-18 01:00:00,25.6,100,1009.5,1.2,160
2014-04-18 02:00:00,25.6,100,1009.2,1.2,121
2014-04-18 03:00:00,25.4,100,1008.9,1.5,148
2014-04-18 04:00:00,25.4,100,1009.4,1.4,102
2014-04-18 05:00:00,25.5,100,1009.6,1.4,115
2014-04-18 06:00:00,25.7,100,1009.9,1.2,138
2014-04-18 07:00:00,26.8,98,1010.6,1.1,112
2014-04-18 08:00:00,29.4,82,1011.1,2.0,90
2014-04-18 09:00:00,30.7,72,1011.8,1.2,59
2014-04-18 10:00:00,31.7,67,1011.7,2.1,28
2014-04-18 11:00:00,32.4,63,1011.5,1.7,159
2014-04-18 12:00:00,32.8,61,1010.7,2.3,170
2014-04-18 13:00:00,33.1,56,1009.6,3.3,183
2014-04-18 14:00:00,33.5,57,1008.7,2.6,176
2014-04-18 15:00:00,33.8,54,1007.8,2.3,180
2014-04-18 16:00:00,33.4,55,1007.6,3.0,168
2014-04-18 17:00:00,32.8,62,1007.6,3.2,158
2014-04-18 18:00:00,31.0,69,1008.1,2.7,172
2014-04-18 19:00:00,29.6,73,1008.4,2.9,160
2014-04-18 20:00:00,28.5,82,1009.2,2.6,167
2014-04-18 21:00:00,27.9,84,1010.1,1.5,180
2014-04-18 22:00:00,27.1,90,1010.6,1.4,184
2014-04-18 23:00:00,26.8,92,1011.1,0.8,157
2014-04-19 00:00:00,26.5,94,1010.6,1.4,192
2014-04-19 01:00:00,26.1,98,1010.0,1.4,180
2014-04-19 02:00:00,25.8,100,1009.4,1.3,184
2014-04-19 03:00:00,25.8,99,1009.3,1.4,150
2014-04-19 04:00:00,25.5,100,1009.2,1.0,174
2014-04-19 05:00:00,25.4,100,1009.6,1.0,90
2014-04-19 06:00:00,25.3,100,1009.9,1.3,129
2014-04-19 07:00:00,26.3,99,1010.6,1.5,176
2014-04-19 08:00:00,28.2,87,1011.2,2.8,176
2014-04-19 09:00:00,30.0,75,1011.4,2.7,190
2014-04-19 10:00:00,31.4,68,1011.0,2.3,124
2014-04-19 11:00:00,32.4,62,1010.5,2.4,147
2014-04-19 12:00:00,33.0,55,1009.9,1.4,176
2014-04-19 13:00:00,33.4,49,1008.8,1.8,180
2014-04-19 14:00:00,33.7,53,1007.9,2.8,186
2014-04-19 15:00:00,34.3,51,1007.2,2.8,178
2014-04-19 16:00:00,33.7,55,1007.0,3.1,167
2014-04-19 17:00:00,32.7,58,1006.5,3.5,170
2014-04-19 18:00:00,31.5,65,1007.3,1.6,158
2014-04-19 19:00:00,30.1,70,1007.8,2.0,150
2014-04-19 20:00:00,28.7,78,1007.7,2.6,169
2014-04-19 21:00:00,27.8,82,1008.7,2.5,168
2014-04-19 22:00:00,27.2,87,1009.5,1.7,187
2014-04-19 23:00:00,26.7,90,1009.8,1.1,180
2014-04-20 00:00:00,26.2,95,1009.4,1.2,180
2014-04-20 01:00:00,26.0,98,1008.8,1.9,192
2014-04-20 02:00:00,25.6,100,1008.5,1.6,191
2014-04-20 03:00:00,25.3,100,1008.3,0.9,193
2014-04-20 04:00:00,25.2,100,1008.7,1.1,180
2014-04-20 05:00:00,25.1,100,1008.8,1.2,160
2014-04-20 06:00:00,25.1,100,1009.0,1.1,180
2014-04-20 07:00:00,26.3,100,1009.8,0.9,153
2014-04-20 08:00:00,28.5,88,1010.5,2.0,162
2014-04-20 09:00:00,30.0,75,1010.6,2.6,180
2014-04-20 10:00:00,31.3,68,1010.5,2.4,180
2014-04-20 11:00:00,32.5,58,1010.3,1.8,142
2014-04-20 12:00:00,33.1,59,1009.5,2.5,187
2014-04-20 13:00:00,33.7,57,1008.3,1.1,207
2014-04-20 14:00:00,34.3,58,1007.4,2.5,171
2014-04-20 15:00:00,34.3,54,1006.7,2.9,186
2014-04-20 16:00:00,34.1,58,1006.1,2.3,167
2014-04-20 17:00:00,33.4,60,1006.0,2.7,172
2014-04-20 18:00:00,31.7,70,1006.5,3.1,186
2014-04-20 19:00:00,29.8,82,1007.1,1.4,214
2014-04-20 20:00:00,28.8,87,1007.3,1.7,208
2014-04-20 21:00:00,28.6,86,1008.5,1.4,192
2014-04-20 22:00:00,28.2,91,1009.8,0.6,198
2014-04-20 23:00:00,27.6,93,1010.0,1.1,175
2014-04-21 00:00:00,27.5,94,1009.9,1.5,184
2014-04-21 01:00:00,27.0,98,1009.5,1.3,212
2014-04-21 02:00:00,26.7,100,1008.5,1.8,183
2014-04-21 03:00:00,26.5,100,1008.4,1.2,204
2014-04-21 04:00:00,26.4,100,1009.0,0.6,162
2014-04-21 05:00:00,26.2,100,1008.8,0.7,188
2014-04-21 06:00:00,26.0,100,1009.2,1.2,239
2014-04-21 07:00:00,27.4,98,1009.9,0.6,270
2014-04-21 08:00:00,29.2,85,1010.4,1.0,197
2014-04-21 09:00:00,30.7,75,1010.9,0.8,166
2014-04-21 10:00:00,32.4,70,1010.9,1.6,22
2014-04-21 11:00:00,33.2,65,1010.6,1.4,39
2014-04-21 12:00:00,33.4,63,1009.9,1.3,243
2014-04-21 13:00:00,34.2,60,1008.5,1.8,47
2014-04-21 15:00:00,34.7,58,1007.2,1.8,3
2014-04-21 16:00:00,33.6,62,1007.0,2.6,176
2014-04-21 17:00:00,31.1,76,1007.1,4.0,196
2014-04-21 18:00:00,29.1,85,1007.9,2.8,188
2014-04-21 19:00:00,28.5,90,1008.7,1.7,204
2014-04-21 20:00:00,28.1,90,1008.9,2.8,178
2014-04-21 21:00:00,28.2,89,1010.5,1.6,166
2014-04-21 22:00:00,28.1,93,1011.0,2.7,172
2014-04-21 23:00:00,28.0,94,1011.6,1.2,180
2014-04-22 00:00:00,28.0,96,1010.7,2.1,183
2014-04-22 01:00:00,28.0,97,1010.4,1.3,193
2014-04-22 02:00:00,27.6,99,1009.9,0.9,167
2014-04-22 03:00:00,27.7,99,1009.6,2.3,185
2014-04-22 04:00:00,27.6,99,1010.0,0.6,231
2014-04-22 05:00:00,27.4,100,1010.3,1.1,221
2014-04-22 06:00:00,27.2,100,1010.9,0.8,247
2014-04-22 07:00:00,28.1,97,1011.5,0.9,264
2014-04-22 08:00:00,29.6,88,1012.1,0.9,319
2014-04-22 09:00:00,30.8,81,1012.2,1.9,201
2014-04-22 10:00:00,31.5,73,1012.2,1.1,142
2014-04-22 11:00:00,32.0,72,1011.5,1.8,196
2014-04-22 12:00:00,33.3,66,1010.9,2.0,180
2014-04-22 13:00:00,34.2,62,1009.8,1.3,222
2014-04-22 14:00:00,34.1,62,1008.5,2.6,220
2014-04-22 15:00:00,33.8,62,1007.7,2.1,157
2014-04-22 16:00:00,33.6,64,1007.4,2.5,119
2014-04-22 17:00:00,32.6,65,1007.6,1.8,119
2014-04-22 18:00:00,31.6,65,1008.8,0.9,162
2014-04-22 19:00:00,30.5,73,1009.8,0.6,189
2014-04-22 20:00:00,28.2,77,1010.5,1.2,228
2014-04-22 21:00:00,27.5,82,1011.2,1.4,240
2014-04-22 23:00:00,26.9,86,1011.7,0.4,153
2014-04-23 00:00:00,26.6,89,1011.2,1.5,191
2014-04-23 01:00:00,26.6,93,1010.6,1.5,196
2014-04-23 02:00:00,26.6,96,1009.9,1.4,150
2014-04-23 03:00:00,26.9,96,1009.4,1.3,162
2014-04-23 04:00:00,26.5,98,1009.3,1.1,180
2014-04-23 05:00:00,26.2,100,1009.9,1.3,180
2014-04-23 06:00:00,26.2,100,1010.3,1.5,164
2014-04-23 07:00:00,27.3,98,1011.0,0.5,169
2014-04-23 08:00:00,29.5,82,1011.7,1.1,139
2014-04-23 09:00:00,31.6,73,1012.1,1.9,65
2014-04-23 10:00:00,32.3,67,1012.0,1.3,351
2014-04-23 11:00:00,33.3,64,1011.5,1.6,338
2014-04-23 12:00:00,33.8,57,1010.4,1.6,180
2014-04-23 13:00:00,34.1,59,1009.2,1.1,68
2014-04-23 14:00:00,35.1,54,1007.9,1.3,331
2014-04-23 15:00:00,35.6,55,1006.8,2.2,300
2014-04-23 16:00:00,34.5,58,1006.2,2.9,218
2014-04-23 17:00:00,33.9,60,1006.2,2.2,162
2014-04-23 18:00:00,30.2,72,1007.1,3.8,192
2014-04-23 19:00:00,29.0,88,1007.6,2.5,189
2014-04-23 20:00:00,28.4,87,1008.5,2.2,193
2014-04-23 21:00:00,27.9,88,1008.8,2.0,162
2014-04-23 22:00:00,27.7,91,1009.3,1.9,159
2014-04-23 23:00:00,27.4,93,1009.3,1.3,184
2014-04-24 00:00:00,27.1,96,1008.5,0.7,153
2014-04-24 01:00:00,26.9,96,1007.9,1.2,175
2014-04-24 02:00:00,26.6,99,1007.7,1.2,194
2014-04-24 03:00:00,26.1,100,1007.7,1.4,231
2014-04-24 04:00:00,26.1,100,1007.8,1.4,197
2014-04-24 05:00:00,26.1,100,1008.4,1.4,201
2014-04-24 06:00:00,26.1,100,1008.9,1.5,191
2014-04-24 07:00:00,27.3,100,1009.6,0.7,164
2014-04-24 08:00:00,29.9,83,1010.5,2.1,141
2014-04-24 09:00:00,31.3,73,1010.9,2.4,147
2014-04-24 10:00:00,31.8,70,1011.0,2.7,176
2014-04-24 11:00:00,32.4,68,1010.5,2.0,162
2014-04-24 12:00:00,33.9,63,1009.5,2.2,183
2014-04-24 13:00:00,34.3,60,1008.4,2.7,170
2014-04-24 14:00:00,34.6,56,1007.4,2.9,168
2014-04-24 15:00:00,34.5,56,1006.7,2.9,155
2014-04-24 16:00:00,34.2,55,1006.3,3.2,164
2014-04-24 17:00:00,33.4,63,1006.3,3.6,162
2014-04-24 18:00:00,31.9,71,1006.5,2.8,165
2014-04-24 19:00:00,30.5,78,1007.4,1.8,183
2014-04-24 20:00:00,29.5,85,1008.8,1.8,199
2014-04-24 21:00:00,28.9,86,1009.4,2.0,189
2014-04-24 22:00:00,28.2,89,1010.3,2.6,211
2014-04-24 23:00:00,27.6,93,1010.3,2.1,225
2014-04-25 00:00:00,27.2,95,1009.8,1.4,219
2014-04-25 01:00:00,26.8,98,1009.0,1.8,183
2014-04-25 02:00:00,26.6,99,1008.4,0.6,180
2014-04-25 03:00:00,26.2,100,1007.9,1.7,177
2014-04-25 04:00:00,26.2,100,1008.4,1.2,156
2014-04-25 05:00:00,26.0,100,1008.5,1.6,153
2014-04-25 06:00:00,26.1,100,1009.4,1.6,145
2014-04-25 07:00:00,27.6,98,1010.3,1.1,142
2014-04-25 08:00:00,29.9,83,1011.0,1.7,135
2014-04-25 09:00:00,31.4,70,1011.2,1.2,175
2014-04-25 10:00:00,32.8,67,1011.0,2.0,63
2014-04-25 11:00:00,33.7,65,1010.5,1.1,95
2014-04-25 12:00:00,34.4,55,1009.6,2.2,146
2014-04-25 13:00:00,34.8,56,1008.5,2.3,182
2014-04-25 14:00:00,34.9,54,1007.7,1.1,41
2014-04-25 15:00:00,35.4,55,1007.0,1.3,228
2014-04-25 16:00:00,35.0,55,1006.3,2.0,171
2014-04-25 17:00:00,34.3,62,1006.7,3.4,168
2014-04-25 18:00:00,30.9,76,1007.3,3.6,208
2014-04-25 19:00:00,29.6,81,1008.3,1.7,193
2014-04-25 20:00:00,29.2,84,1008.7,2.4,168
2014-04-25 21:00:00,28.7,87,1009.2,1.6,165
2014-04-25 22:00:00,28.2,90,1009.8,1.8,164
2014-04-25 23:00:00,27.7,94,1010.1,1.4,240
2014-04-26 00:00:00,27.5,95,1009.8,0.8,157
2014-04-26 01:00:00,27.2,96,1008.8,1.4,188
2014-04-26 02:00:00,27.0,99,1008.4,1.5,200
2014-04-26 03:00:00,26.7,100,1008.3,1.4,176
2014-04-26 04:00:00,26.7,100,1008.7,1.7,155
2014-04-26 05:00:00,26.9,100,1009.0,1.5,148
2014-04-26 06:00:00,26.6,100,1009.4,0.9,180
2014-04-26 07:00:00,27.8,96,1010.3,1.1,170
2014-04-26 08:00:00,29.6,85,1011.0,2.3,178
2014-04-26 09:00:00,30.6,76,1011.4,1.5,172
2014-04-26 10:00:00,31.8,69,1011.1,1.3,198
2014-04-26 11:00:00,32.0,71,1010.6,2.4,180
2014-04-26 12:00:00,33.1,63,1009.6,1.3,222
2014-04-26 13:00:00,33.6,61,1008.8,3.0,203
2014-04-26 14:00:00,34.8,54,1007.4,1.4,253
2014-04-26 15:00:00,35.3,55,1006.6,0.9,13
2014-04-26 16:00:00,34.9,51,1006.1,1.7,149
2014-04-26 17:00:00,34.1,54,1006.7,1.9,171
2014-04-26 18:00:00,32.5,67,1007.1,2.0,169
2014-04-26 19:00:00,30.2,77,1007.8,3.1,187
2014-04-26 20:00:00,29.6,80,1008.7,1.4,135
2014-04-26 21:00:00,29.1,82,1009.4,0.8,150
2014-04-26 22:00:00,28.7,84,1010.0,1.3,176
2014-04-26 23:00:00,28.3,87,1010.1,1.3,135
2014-04-27 00:00:00,27.9,88,1010.0,1.1,153
2014-04-27 01:00:00,27.6,90,1009.8,1.7,159
2014-04-27 02:00:00,27.2,93,1009.5,1.4,192
2014-04-27 03:00:00,26.7,97,1009.4,1.1,236
2014-04-27 04:00:00,26.6,98,1009.3,1.6,215
2014-04-27 05:00:00,26.4,100,1009.8,1.7,204
2014-04-27 06:00:00,26.4,100,1010.3,1.4,214
2014-04-27 07:00:00,27.5,97,1010.7,1.4,180
2014-04-27 08:00:00,29.7,85,1011.5,2.6,164
2014-04-27 09:00:00,31.2,72,1011.5,2.8,150
2014-04-27 10:00:00,32.4,70,1011.1,2.1,129
2014-04-27 11:00:00,33.2,66,1010.6,1.8,96
2014-04-27 12:00:00,33.1,66,1009.8,2.7,178
2014-04-27 13:00:00,33.6,60,1008.8,2.7,174
2014-04-27 14:00:00,33.9,55,1007.8,3.4,157
2014-04-27 15:00:00,34.5,53,1007.1,3.6,161
2014-04-27 16:00:00,34.1,52,1006.6,3.5,164
2014-04-27 17:00:00,33.4,56,1006.5,2.5,164
2014-04-27 18:00:00,32.0,66,1007.2,2.6,164
2014-04-27 19:00:00,30.7,76,1007.7,2.1,149
2014-04-27 20:00:00,29.6,81,1008.7,2.0,177
2014-04-27 21:00:00,28.9,85,1009.8,1.9,174
2014-04-27 22:00:00,28.4,87,1010.6,1.3,180
2014-04-27 23:00:00,27.9,91,1011.1,1.6,187
2014-04-28 00:00:00,27.7,93,1010.5,1.7,245
2014-04-28 01:00:00,27.2,97,1010.3,1.7,187
2014-04-28 02:00:00,27.0,97,1009.8,1.5,203
2014-04-28 03:00:00,26.9,96,1009.6,1.0,209
2014-04-28 04:00:00,26.8,97,1009.8,1.5,250
2014-04-28 05:00:00,26.8,97,1010.3,1.1,243
2014-04-28 06:00:00,27.3,100,1010.7,1.5,23
2014-04-28 07:00:00,27.9,96,1011.5,1.2,48
2014-04-28 08:00:00,28.2,94,1011.7,2.2,82
2014-04-28 09:00:00,30.3,79,1012.0,1.7,36
2014-04-28 10:00:00,31.9,72,1011.8,1.7,24
2014-04-28 11:00:00,32.2,72,1011.5,2.0,53
2014-04-28 12:00:00,33.5,63,1010.9,2.0,63
2014-04-28 13:00:00,34.1,63,1009.0,1.6,47
2014-04-28 14:00:00,34.6,61,1007.8,2.5,81
2014-04-28 15:00:00,33.5,63,1006.8,3.4,165
2014-04-28 16:00:00,33.3,63,1006.3,4.4,166
2014-04-28 17:00:00,30.9,78,1006.6,3.7,199
2014-04-28 18:00:00,29.8,81,1007.2,3.4,187
2014-04-28 19:00:00,29.1,87,1008.4,2.6,187
2014-04-28 20:00:00,28.7,87,1009.4,1.5,188
2014-04-28 21:00:00,27.2,89,1011.1,3.8,351
2014-04-28 22:00:00,26.6,94,1011.8,6.4,7
2014-04-28 23:00:00,26.6,91,1012.2,5.9,14
2014-04-29 00:00:00,26.0,93,1011.8,4.4,37
2014-04-29 01:00:00,25.7,99,1010.1,3.3,11
2014-04-29 02:00:00,25.2,96,1009.5,1.6,313
2014-04-29 03:00:00,25.1,100,1009.6,2.6,324
2014-04-29 04:00:00,25.0,100,1010.1,3.4,5
2014-04-29 05:00:00,24.9,100,1010.5,3.3,18
2014-04-29 06:00:00,25.1,100,1010.7,4.0,27
2014-04-29 07:00:00,25.3,100,1011.1,2.1,17
2014-04-29 08:00:00,26.0,99,1011.4,2.5,53
2014-04-29 09:00:00,27.6,92,1011.7,1.3,27
2014-04-29 10:00:00,28.8,87,1012.0,1.4,12
2014-04-29 11:00:00,30.1,82,1011.8,1.2,9
2014-04-29 12:00:00,32.0,71,1011.2,2.0,60
2014-04-29 13:00:00,32.7,65,1010.0,1.6,15
2014-04-29 14:00:00,33.7,53,1008.4,0.9,159
2014-04-29 15:00:00,34.0,57,1007.4,1.8,229
2014-04-29 16:00:00,33.7,57,1006.8,2.2,234
2014-04-29 17:00:00,32.7,61,1006.8,1.0,186
2014-04-29 18:00:00,30.9,74,1007.9,2.8,136
2014-04-29 19:00:00,30.0,77,1008.4,3.0,96
2014-04-29 20:00:00,28.1,89,1009.4,1.9,102
2014-04-29 21:00:00,27.4,87,1010.0,1.4,107
2014-04-29 22:00:00,27.2,90,1010.7,1.1,105
2014-04-29 23:00:00,27.5,87,1011.0,0.9,108
2014-04-30 00:00:00,27.5,90,1010.4,2.1,61
2014-04-30 01:00:00,27.3,93,1009.3,1.7,93
2014-04-30 02:00:00,27.0,95,1008.5,1.2,90
2014-04-30 03:00:00,26.8,99,1008.2,2.0,72
2014-04-30 04:00:00,26.7,100,1008.1,1.2,114
2014-04-30 05:00:00,26.6,100,1008.3,1.2,85
2014-04-30 06:00:00,26.7,100,1008.9,0.8,97
2014-04-30 07:00:00,28.0,98,1010.0,0.8,40
2014-04-30 08:00:00,29.0,92,1010.6,1.1,45
2014-04-30 09:00:00,30.6,83,1011.1,1.0,331
2014-04-30 10:00:00,30.7,75,1011.0,0.4,236
2014-04-30 11:00:00,28.9,89,1010.4,3.8,33
2014-04-30 12:00:00,30.7,81,1009.8,1.6,14
2014-04-30 13:00:00,32.5,71,1008.7,1.6,317
2014-04-30 14:00:00,31.3,76,1007.8,4.8,47
2014-04-30 15:00:00,24.8,100,1007.6,3.6,156
2014-04-30 16:00:00,25.3,100,1007.7,1.8,139
2014-04-30 17:00:00,26.0,100,1008.1,1.1,214
2014-04-30 18:00:00,26.2,100,1008.3,0.3,270
2014-04-30 19:00:00,26.1,100,1008.2,1.5,160
2014-04-30 20:00:00,26.0,100,1008.9,1.3,209
2014-04-30 21:00:00,25.4,100,1009.9,1.5,164
2014-04-30 22:00:00,25.2,100,1010.9,0.7,214
2014-04-30 23:00:00,25.2,100,1010.5,1.6,150
2014-05-01 00:00:00,25.3,100,1010.5,1.3,225
2014-05-01 01:00:00,25.2,100,1009.9,1.2,211
2014-05-01 02:00:00,25.3,100,1009.0,0.8,140
2014-05-01 03:00:00,25.4,100,1008.7,1.2,200
2014-05-01 04:00:00,25.2,100,1008.7,1.6,162
2014-05-01 05:00:00,25.1,100,1009.2,0.7,164
2014-05-01 06:00:00,25.3,100,1009.6,1.2,114
2014-05-01 07:00:00,26.3,100,1010.0,1.1,128
2014-05-01 08:00:00,27.4,99,1010.6,1.0,135
2014-05-01 09:00:00,29.8,83,1011.0,2.2,112
2014-05-01 10:00:00,31.1,78,1010.9,1.7,140
2014-05-01 11:00:00,31.8,72,1010.4,1.0,169
2014-05-01 12:00:00,32.0,72,1009.8,1.3,180
2014-05-01 13:00:00,33.2,63,1008.4,0.8,203
2014-05-01 14:00:00,33.7,59,1007.4,1.7,163
2014-05-01 15:00:00,32.0,73,1007.4,4.1,162
2014-05-01 16:00:00,29.2,82,1007.4,2.2,216
2014-05-01 17:00:00,28.5,85,1006.6,1.3,198
2014-05-01 18:00:00,29.0,88,1007.6,1.6,165
2014-05-01 19:00:00,28.0,89,1008.5,2.4,210
2014-05-01 20:00:00,27.2,91,1009.4,1.3,198
2014-05-01 21:00:00,27.0,93,1010.3,1.5,157
2014-05-01 22:00:00,26.8,96,1010.7,1.0,217
2014-05-01 23:00:00,26.7,98,1010.7,1.7,197
2014-05-02 00:00:00,26.7,99,1010.3,1.2,180
2014-05-02 01:00:00,26.5,100,1009.4,1.2,189
2014-05-02 02:00:00,26.3,100,1008.7,0.9,198
2014-05-02 03:00:00,26.2,99,1008.7,0.9,162
