Ngày,Giờ,Nhiệt độ,Độ ẩm,Khí áp,T.độ gió,H. gió
15/12/2014,06:00,24.6,86,1012.1,3,345
15/12/2014,07:00,24.2,89,1012.2,2.5,345
15/12/2014,08:00,24.9,85,1013.1,4.2,355
15/12/2014,09:00,25.6,83,1013.6,3.3,341
15/12/2014,10:00,26.9,79,1013.6,1.5,324
15/12/2014,11:00,28.3,74,1012.9,1.3,310
15/12/2014,12:00,29.2,72,1012.2,0.7,348
15/12/2014,13:00,29.8,72,1011,1.8,341
15/12/2014,14:00,30.1,70,1009.9,1.8,346
15/12/2014,15:00,30.7,66,1009.6,1.5,34
15/12/2014,16:00,30.3,71,1009.8,3.2,343
15/12/2014,17:00,29.5,73,1010.4,2.6,349
15/12/2014,18:00,28.6,79,1011.1,2.4,332
15/12/2014,19:00,28.3,81,1011.8,2,321
15/12/2014,20:00,27.5,81,1012.7,1.7,137
15/12/2014,21:00,27,83,1012.8,1.6,140
15/12/2014,22:00,26.6,87,1012.5,0.9,186
15/12/2014,23:00,26.1,89,1012.1,0.9,226
16/12/2014,00:00,25.7,91,1011.4,0.8,216
16/12/2014,01:00,25.4,92,1010.6,1.2,254
16/12/2014,02:00,25.1,93,1009.6,0,-
16/12/2014,03:00,25.4,95,1009.3,1.4,287
16/12/2014,04:00,25.4,94,1009.8,1.6,253
16/12/2014,05:00,25.1,92,1010.4,1.7,299
16/12/2014,06:00,24.8,92,1011,2.4,313
16/12/2014,07:00,24.6,92,1011.6,2.5,302
16/12/2014,08:00,25.3,90,1012.6,3.8,356
16/12/2014,09:00,26.9,85,1012.8,3.3,17
16/12/2014,10:00,27.7,80,1012.3,4.3,336
16/12/2014,11:00,29.4,75,1012,3,25
16/12/2014,12:00,30.2,72,1011.2,2.7,28
16/12/2014,13:00,30.2,70,1010,3.8,1
16/12/2014,14:00,30.1,70,1009.3,3.4,360
16/12/2014,15:00,30.2,68,1009,3.7,352
16/12/2014,16:00,30.1,70,1008.7,3.8,335
16/12/2014,17:00,29.6,74,1009.2,3.5,339
16/12/2014,18:00,29,66,1010.4,8.6,23
16/12/2014,19:00,28.1,71,1011.5,4.5,11
16/12/2014,20:00,27.5,73,1012.1,6.5,22
16/12/2014,21:00,26.8,75,1012.7,3.5,0
16/12/2014,22:00,26.4,78,1012.8,4.6,19
16/12/2014,23:00,26.2,79,1012.6,4.5,19
17/12/2014,00:00,25.8,83,1012.3,3.5,4
17/12/2014,01:00,25.4,82,1011.8,4.1,3
17/12/2014,02:00,25.1,82,1011.2,4.9,11
17/12/2014,03:00,25.3,78,1011,5.7,15
17/12/2014,04:00,25.3,76,1011,5.8,19
17/12/2014,05:00,25.4,74,1011.5,6.8,24
17/12/2014,06:00,25.5,76,1011.5,7.4,24
17/12/2014,07:00,25.1,76,1012.6,5.5,22
17/12/2014,08:00,25.6,77,1013.6,6.4,24
17/12/2014,09:00,26.5,70,1013.7,9,26
17/12/2014,10:00,27.1,68,1013.6,8.5,24
17/12/2014,11:00,27.6,66,1012.9,7.2,8
17/12/2014,12:00,28.3,64,1012.6,7.2,37
17/12/2014,13:00,29.1,63,1011,5.8,23
17/12/2014,14:00,28.8,65,1010.1,5,20
17/12/2014,15:00,28.8,66,1009.2,4.5,1
17/12/2014,16:00,28.4,68,1009.5,4.9,16
17/12/2014,17:00,27.9,73,1010.1,2.9,2
17/12/2014,18:00,27.1,74,1011,3.7,351
17/12/2014,19:00,27,70,1012,6.6,25
17/12/2014,20:00,26.4,71,1013.1,5.3,6
17/12/2014,21:00,25.8,71,1013.7,7.8,13
17/12/2014,22:00,25.3,72,1013.9,5.6,11
17/12/2014,23:00,24.9,73,1013.6,5.8,7
18/12/2014,00:00,24.3,74,1013.4,4.3,355
18/12/2014,01:00,24,75,1013.1,4.9,0
18/12/2014,02:00,23.5,76,1012.6,4.4,356
18/12/2014,03:00,23.1,76,1012.3,4.1,343
18/12/2014,04:00,22.9,78,1012.1,5.4,339
18/12/2014,05:00,22.8,78,1012.6,4.7,341
18/12/2014,06:00,22.6,80,1013.2,5,343
18/12/2014,07:00,22.7,81,1013.9,4.7,345
18/12/2014,08:00,23.3,76,1015,5.8,349
18/12/2014,09:00,23.8,74,1015.5,6.5,346
18/12/2014,10:00,24.1,75,1015.6,6.4,355
18/12/2014,11:00,24.7,74,1015,6.4,353
18/12/2014,12:00,25.4,71,1014,5.8,3
18/12/2014,13:00,25.7,73,1012.9,6.6,7
18/12/2014,14:00,25.9,73,1011.8,6.2,12
18/12/2014,15:00,26.3,75,1011.5,5.9,13
18/12/2014,16:00,26.1,77,1011.7,3.2,354
18/12/2014,17:00,25.8,78,1012.1,3.4,334
18/12/2014,18:00,25.6,80,1012.5,3.5,321
18/12/2014,19:00,25.1,82,1013.4,3.5,322
18/12/2014,20:00,24.8,82,1014.2,3.5,339
18/12/2014,21:00,24.6,82,1014.7,4.8,347
18/12/2014,22:00,24.6,81,1014.4,4.2,360
18/12/2014,23:00,24.5,81,1014,4.7,353
19/12/2014,00:00,24.3,82,1013.8,4.7,355
19/12/2014,01:00,24,84,1013.4,4.2,5
19/12/2014,02:00,23.8,84,1012.9,3.8,11
19/12/2014,03:00,23.3,86,1012.3,3,356
19/12/2014,04:00,23,87,1012.2,2.8,335
19/12/2014,05:00,22.8,89,1012.3,2.9,329
19/12/2014,06:00,22.6,87,1012.5,3.8,331
19/12/2014,07:00,22.5,88,1013.3,3.4,341
19/12/2014,08:00,23.2,84,1014.4,3.8,352
19/12/2014,09:00,24,79,1015,4.4,342
19/12/2014,10:00,25.7,75,1015.1,4.6,358
19/12/2014,11:00,26.8,72,1014.3,4,13
19/12/2014,12:00,27.4,74,1013.3,4,350
19/12/2014,13:00,27.6,73,1012.6,4,347
19/12/2014,14:00,28.3,71,1012.1,3.2,353
19/12/2014,15:00,28.4,69,1011.4,3,338
19/12/2014,16:00,28.1,71,1011.4,4,341
19/12/2014,17:00,27.5,73,1011.6,3.1,319
19/12/2014,18:00,26.7,78,1012.1,1.9,333
19/12/2014,19:00,26.5,80,1012.5,1.6,310
19/12/2014,20:00,26.1,86,1012.9,1.4,230
19/12/2014,21:00,25.6,91,1013.9,2.6,154
19/12/2014,22:00,24.8,92,1014.3,1.3,91
19/12/2014,23:00,23.8,94,1014.3,1.7,64
20/12/2014,00:00,23.5,96,1013.2,1.9,257
20/12/2014,01:00,23.7,95,1012.5,3.4,295
20/12/2014,02:00,23.7,95,1011.4,3.1,298
20/12/2014,03:00,23.6,94,1011,3.1,323
20/12/2014,04:00,23.3,95,1010.9,2.5,327
20/12/2014,05:00,23.2,95,1011.1,2.6,333
20/12/2014,06:00,23.1,95,1011.5,2.9,354
20/12/2014,07:00,23.3,94,1012.2,2.6,343
20/12/2014,08:00,23.9,91,1013.1,3.1,342
20/12/2014,09:00,25,83,1013.3,4.2,4
20/12/2014,10:00,27.1,76,1013.1,3.4,23
20/12/2014,11:00,27.6,74,1012.3,3.6,9
20/12/2014,12:00,28.8,73,1011.6,2.6,28
20/12/2014,13:00,29.6,69,1010.4,4,357
20/12/2014,14:00,29.3,69,1009.5,3.9,355
20/12/2014,15:00,29.8,69,1009.3,2.6,27
20/12/2014,16:00,29.2,70,1009.2,1.8,337
20/12/2014,17:00,28.8,73,1009.4,1.7,307
20/12/2014,18:00,27.8,76,1010,1.7,251
20/12/2014,19:00,27.2,83,1010.9,1.3,227
20/12/2014,20:00,26.7,84,1011.7,1.3,205
20/12/2014,21:00,26.3,86,1012,1.8,140
20/12/2014,22:00,25.8,88,1011.8,1.1,147
20/12/2014,23:00,25.5,89,1011.5,1,148
21/12/2014,00:00,25.2,90,1011,1.4,151
21/12/2014,01:00,25,91,1010.4,0,-
21/12/2014,02:00,25.4,93,1009.6,3.4,3
21/12/2014,03:00,25.5,93,1009,2.8,4
21/12/2014,04:00,25,83,1009.3,3.4,20
21/12/2014,05:00,24.6,83,1009.4,2.8,357
21/12/2014,06:00,24.1,87,1009.6,2.9,4
21/12/2014,07:00,24,89,1010.6,3.2,351
21/12/2014,08:00,24.1,87,1011.8,2.3,18
21/12/2014,09:00,26.2,79,1012.5,2.4,17
21/12/2014,10:00,27.9,71,1012,2,48
21/12/2014,11:00,28.6,72,1011.7,1.5,47
21/12/2014,12:00,29.2,73,1010.9,1.8,12
21/12/2014,13:00,29.8,70,1010,1.4,7
21/12/2014,14:00,29.8,72,1008.9,2.1,10
21/12/2014,15:00,30.2,70,1008.4,2.1,3
21/12/2014,16:00,30.1,66,1008.2,3.5,355
21/12/2014,17:00,29.8,70,1008.2,3.6,5
21/12/2014,18:00,29,73,1008.8,1.4,73
21/12/2014,19:00,27.1,81,1009.4,2.1,129
21/12/2014,20:00,26.3,86,1010.1,1.1,105
21/12/2014,21:00,26.1,87,1010.7,1.6,133
21/12/2014,22:00,26.2,85,1011.2,0.8,128
21/12/2014,23:00,26.3,88,1011.2,2.3,55
22/12/2014,00:00,26.2,89,1011.2,1.8,56
22/12/2014,01:00,25.9,90,1010.5,2.8,30
22/12/2014,02:00,25.7,91,1009.9,3.7,12
22/12/2014,03:00,25.1,84,1008.9,4.2,359
22/12/2014,04:00,24.3,84,1008.8,4.4,16
22/12/2014,05:00,24.2,83,1009,5.6,26
22/12/2014,06:00,24,82,1009.8,4.9,32
22/12/2014,07:00,23.8,84,1010.7,4,17
22/12/2014,08:00,25.1,79,1012,3.7,10
22/12/2014,09:00,26.1,76,1012.1,4.9,10
22/12/2014,10:00,27.2,71,1012.2,5.6,35
22/12/2014,11:00,28.1,71,1011.7,3.7,26
22/12/2014,12:00,28.3,69,1011,3.9,9
22/12/2014,13:00,29.1,68,1009.6,3.3,28
22/12/2014,14:00,29.1,65,1008.9,1.2,42
22/12/2014,15:00,29.4,63,1008.2,1.2,30
22/12/2014,16:00,29,71,1007.8,2.4,5
22/12/2014,17:00,28.4,74,1008.3,2,335
22/12/2014,18:00,27.8,77,1008.4,1.6,308
22/12/2014,19:00,27.5,80,1009.2,2.3,358
22/12/2014,20:00,27.3,79,1010.3,3.5,20
22/12/2014,21:00,27.3,73,1011.1,3.5,58
22/12/2014,22:00,27.1,69,1011.5,6.8,29
22/12/2014,23:00,26.2,68,1011.5,5.9,19
23/12/2014,00:00,25.3,73,1010.9,3.8,6
23/12/2014,01:00,24.6,76,1010.7,4.2,7
23/12/2014,02:00,23.8,80,1009.8,4.4,356
23/12/2014,03:00,23.8,79,1009.5,4.3,4
23/12/2014,04:00,23.3,81,1009.8,3.2,3
23/12/2014,05:00,23,84,1009.8,3.4,342
23/12/2014,06:00,22.5,87,1010.5,2.7,336
23/12/2014,07:00,22.3,86,1011.4,3,346
23/12/2014,08:00,22.8,82,1012.2,3.2,347
23/12/2014,09:00,24.5,77,1012.3,4.3,350
23/12/2014,10:00,25.3,75,1012.6,4.9,3
23/12/2014,11:00,25.7,73,1012.1,5.2,6
23/12/2014,12:00,26.2,75,1011.4,5,347
23/12/2014,13:00,26.6,73,1010.6,3.7,354
23/12/2014,14:00,26,82,1010,2.6,345
23/12/2014,15:00,26.4,78,1009.6,2.5,13
23/12/2014,16:00,26.5,78,1009.8,2.5,5
23/12/2014,17:00,26.3,79,1010.4,3.8,19
23/12/2014,18:00,25.8,79,1010.5,1.7,356
23/12/2014,19:00,25.7,81,1010.9,1.6,340
23/12/2014,20:00,25.6,83,1011.5,1.7,340
23/12/2014,21:00,25.5,82,1012.1,2,311
23/12/2014,22:00,25.3,85,1012.2,1.7,300
23/12/2014,23:00,24.8,86,1012,1.7,271
24/12/2014,00:00,24.7,85,1012,1.8,296
24/12/2014,01:00,24.3,85,1011.5,2.1,293
24/12/2014,02:00,24.3,89,1010.6,3.4,329
24/12/2014,03:00,24,91,1010.3,3.1,336
24/12/2014,04:00,23.7,92,1010.3,2.9,348
24/12/2014,05:00,23.7,91,1010.4,2.9,345
24/12/2014,06:00,23.6,91,1010.5,3.5,339
24/12/2014,07:00,23.6,89,1011.4,3.9,358
24/12/2014,08:00,24.9,84,1012.6,4.3,0
24/12/2014,09:00,26.6,77,1013.4,4.5,17
24/12/2014,10:00,28.4,72,1013.6,3.3,32
24/12/2014,11:00,29.2,72,1013.2,3.7,24
24/12/2014,12:00,29.8,70,1012.5,3.9,20
24/12/2014,13:00,30.6,65,1011.4,2.5,86
24/12/2014,14:00,31.4,63,1010.4,3.4,76
24/12/2014,15:00,31.5,63,1010,4,77
24/12/2014,16:00,30.9,63,1010,2.7,88
24/12/2014,17:00,30.4,64,1010.4,2,104
24/12/2014,18:00,29.1,78,1011,1.4,42
24/12/2014,19:00,28.2,79,1011.8,2,70
24/12/2014,20:00,27.9,79,1012.3,1.2,79
24/12/2014,21:00,27.6,82,1012.6,1.5,71
24/12/2014,22:00,27.1,85,1012.3,2,56
24/12/2014,23:00,26.9,87,1011.8,1.5,343
25/12/2014,00:00,26.5,87,1011.6,0.8,116
25/12/2014,01:00,26.3,92,1011.2,1.3,36
25/12/2014,02:00,26.3,90,1010.3,1.8,14
25/12/2014,03:00,26,90,1009.8,2,22
25/12/2014,04:00,25.6,92,1009.6,1.9,14
25/12/2014,05:00,25.3,94,1009.6,2.5,54
25/12/2014,06:00,25,95,1010.4,0.9,115
25/12/2014,07:00,24.9,96,1011.1,0.5,252
25/12/2014,08:00,25.8,95,1012.2,0.1,354
25/12/2014,09:00,27.6,83,1012.5,1.1,358
25/12/2014,10:00,29.4,73,1012.2,1.1,358
25/12/2014,11:00,29.6,70,1011.7,3.1,84
25/12/2014,12:00,29.8,69,1010.6,3.5,82
25/12/2014,13:00,29.9,69,1009.5,3,100
25/12/2014,14:00,29.7,75,1008.4,3.6,46
25/12/2014,15:00,29.4,77,1008.1,1.8,340
25/12/2014,16:00,29.3,79,1008.3,1.8,343
25/12/2014,17:00,28.9,80,1009,0.6,234
25/12/2014,18:00,28.5,82,1009.2,0.1,340
25/12/2014,19:00,27.8,82,1010.1,5.6,32
25/12/2014,20:00,26,87,1010.6,0.6,327
25/12/2014,21:00,25.7,91,1011,1.5,317
25/12/2014,22:00,25.3,90,1011,1.2,283
25/12/2014,23:00,24.8,91,1010.7,1.5,155
26/12/2014,00:00,25.2,90,1010.7,1.3,163
26/12/2014,01:00,25.4,90,1010.1,1.1,75
26/12/2014,02:00,25.5,93,1009.5,2.6,40
26/12/2014,03:00,25.3,92,1009,1.6,53
26/12/2014,04:00,24.8,94,1009.3,1.2,87
26/12/2014,05:00,25.1,96,1009.4,2.6,27
26/12/2014,06:00,25.3,95,1010,2.7,20
26/12/2014,07:00,25.3,96,1010.7,2.9,17
26/12/2014,08:00,25.9,98,1011.8,2.9,19
26/12/2014,09:00,28.2,84,1012.2,2.5,28
26/12/2014,10:00,29.7,77,1012.3,3.2,40
26/12/2014,11:00,30.2,72,1011.8,3.2,51
26/12/2014,12:00,31.1,66,1011,2.7,76
26/12/2014,13:00,31.8,60,1009.5,3.9,97
26/12/2014,14:00,32.3,59,1008.4,3.7,82
26/12/2014,15:00,32.6,58,1007.9,2.8,112
26/12/2014,16:00,32.8,57,1007.8,2.7,103
26/12/2014,17:00,31.2,59,1007.9,3.2,116
26/12/2014,18:00,29.2,69,1008.5,3.1,131
26/12/2014,19:00,27.9,77,1009,2.5,126
26/12/2014,20:00,27.2,80,1009.5,3,116
26/12/2014,21:00,27.1,81,1010.3,2.3,113
26/12/2014,22:00,26.8,82,1010,2.1,128
26/12/2014,23:00,26.4,83,1009.8,2.4,123
27/12/2014,00:00,25.9,84,1009.5,2,128
27/12/2014,01:00,25.6,87,1009.5,2.1,120
27/12/2014,02:00,25.3,86,1009.2,1.6,128
27/12/2014,03:00,24.8,88,1008.8,1.2,131
27/12/2014,04:00,24.3,90,1009,1.2,139
27/12/2014,05:00,24.2,92,1009.4,1.3,67
27/12/2014,06:00,24.3,94,1009.9,1.9,45
27/12/2014,07:00,24.8,94,1010.7,2.3,53
27/12/2014,08:00,26.7,87,1012,3.1,57
27/12/2014,09:00,28.5,76,1012.6,4.4,80
27/12/2014,10:00,29.4,72,1013.1,4.1,66
27/12/2014,11:00,29.7,72,1012.6,4,31
27/12/2014,12:00,30.6,69,1011.7,3.2,24
27/12/2014,13:00,30.5,71,1010.9,2.8,23
27/12/2014,14:00,30.4,68,1009.9,2.2,20
27/12/2014,15:00,30.4,70,1009.8,1.4,31
27/12/2014,16:00,30.5,72,1009.8,2.7,31
27/12/2014,17:00,29.5,79,1010,1.9,26
27/12/2014,18:00,28.6,74,1010.6,2,117
27/12/2014,19:00,27.7,76,1010.9,1.7,116
27/12/2014,20:00,27.3,76,1011.4,1.6,117
27/12/2014,21:00,26.7,78,1011.6,1.3,127
27/12/2014,22:00,26.3,81,1011.5,1.7,111
27/12/2014,23:00,26,84,1011.2,0.6,88
28/12/2014,00:00,25.8,87,1011.4,0.9,102
28/12/2014,01:00,25.8,88,1011.1,1,354
28/12/2014,02:00,25.4,89,1010.5,0.9,38
28/12/2014,03:00,25.1,90,1010.3,2,74
28/12/2014,04:00,25.1,91,1010.4,2.5,56
28/12/2014,05:00,24.9,93,1010.6,1.7,51
28/12/2014,06:00,24.9,92,1011.2,2.2,31
28/12/2014,07:00,24.9,92,1011.8,3.1,14
28/12/2014,08:00,25.9,84,1012.9,3.8,31
28/12/2014,09:00,27.4,78,1013.4,4.2,31
28/12/2014,10:00,29,71,1013.3,3.4,28
28/12/2014,11:00,29.9,67,1012.7,3.6,39
28/12/2014,12:00,30.6,67,1011.7,3,23
28/12/2014,13:00,30.8,66,1010.6,1.6,352
28/12/2014,14:00,31.2,57,1009.8,1.7,26
28/12/2014,15:00,31.5,64,1009.5,2.3,20
28/12/2014,16:00,30.8,64,1009.8,2.3,346
28/12/2014,17:00,30.4,69,1010.4,2,336
28/12/2014,18:00,28.9,72,1011.1,2.4,130
28/12/2014,19:00,27.6,77,1011.6,2.2,125
28/12/2014,20:00,27,80,1012.3,2.3,107
28/12/2014,21:00,26.5,83,1012.8,2,103
28/12/2014,22:00,26.2,85,1012.9,1.5,71
28/12/2014,23:00,25.8,88,1012.5,1.1,88
29/12/2014,00:00,25.9,90,1012,1.8,12
29/12/2014,01:00,25.9,91,1011.8,2.5,9
29/12/2014,02:00,26,84,1011.2,2.5,8
29/12/2014,03:00,25.5,77,1010.6,3.2,14
29/12/2014,04:00,25,76,1011,2.9,6
29/12/2014,05:00,24.6,78,1011.1,4.1,11
29/12/2014,06:00,24.5,79,1012,3.1,24
29/12/2014,07:00,24.4,79,1012.9,3,12
29/12/2014,08:00,24.5,79,1014,2.7,8
29/12/2014,09:00,25.5,75,1014.4,4.6,14
29/12/2014,10:00,27.4,69,1014.2,4,16
29/12/2014,11:00,28.7,63,1013.4,3.4,18
29/12/2014,12:00,29.1,66,1012.6,2.6,15
29/12/2014,13:00,28.9,66,1011.1,1.8,326
29/12/2014,14:00,28.6,69,1010.3,2.7,17
29/12/2014,15:00,29,64,1009.9,1.9,348
29/12/2014,16:00,29,65,1009.8,1.2,5
29/12/2014,17:00,28.6,66,1010.3,2.1,357
29/12/2014,18:00,27.8,70,1010.6,0.1,298
29/12/2014,19:00,26.5,76,1011.5,2.3,136
29/12/2014,20:00,25.6,81,1012.1,1.8,141
29/12/2014,21:00,25.3,80,1012.7,2,136
29/12/2014,22:00,24.8,81,1012.6,1.9,127
29/12/2014,23:00,24.5,82,1012.6,1.1,142
30/12/2014,00:00,24.2,84,1012.5,0.9,165
30/12/2014,01:00,23.8,86,1011.7,0.5,149
30/12/2014,02:00,23.3,90,1011.1,0,-
30/12/2014,03:00,23.1,92,1010.9,0,-
30/12/2014,04:00,23.4,93,1010.7,2.1,304
30/12/2014,05:00,23.4,94,1011.1,3.6,339
30/12/2014,06:00,23,94,1011.7,2.9,333
30/12/2014,07:00,22.6,86,1012.5,3.1,348
30/12/2014,08:00,22.8,82,1013.3,3.4,6
30/12/2014,09:00,24.2,74,1014.2,3.4,28
30/12/2014,10:00,25.3,67,1014,2,27
30/12/2014,11:00,26.4,68,1013.8,0.6,102
30/12/2014,12:00,27.3,65,1012.7,1.5,51
30/12/2014,13:00,28,60,1011.5,1.3,32
30/12/2014,14:00,28.3,57,1010.4,1.4,342
30/12/2014,15:00,28.3,59,1009.8,1.6,339
30/12/2014,16:00,27.5,66,1009.5,3.3,350
30/12/2014,17:00,26.4,68,1009.8,2.2,156
30/12/2014,18:00,25.4,71,1010.7,1.7,152
30/12/2014,19:00,24.3,76,1011.4,1.9,156
30/12/2014,20:00,23.5,80,1012.5,1.8,165
30/12/2014,21:00,22.9,83,1012.5,1.8,163
30/12/2014,22:00,22.6,85,1012.2,1.4,156
30/12/2014,23:00,22.5,86,1012.1,1.4,141
31/12/2014,00:00,22.5,87,1011.8,1.2,143
31/12/2014,01:00,22.5,88,1011.6,1.6,143
31/12/2014,02:00,22.2,89,1011.1,1,235
31/12/2014,03:00,21.8,92,1010.9,1,231
31/12/2014,04:00,21.6,93,1011.4,0.4,219
31/12/2014,05:00,21.8,93,1012.2,0.9,218
31/12/2014,06:00,21.6,94,1013.2,1,204
31/12/2014,07:00,21.5,95,1014,1.2,250
31/12/2014,08:00,22.9,95,1015.3,0.7,292
31/12/2014,09:00,24.8,83,1015.5,1.5,323
31/12/2014,10:00,26.4,73,1015.4,1.3,48
31/12/2014,11:00,27.3,66,1014.8,1.2,27
31/12/2014,12:00,28,67,1013.6,1.5,1
31/12/2014,13:00,28.3,64,1012.3,1.5,348
31/12/2014,14:00,28.9,61,1011.5,1.8,1
31/12/2014,15:00,29.4,60,1010.9,3.4,19
31/12/2014,16:00,28,66,1011.1,3.6,11
31/12/2014,17:00,27,69,1011.5,3.2,357
31/12/2014,18:00,26.1,75,1011.7,2.4,344
31/12/2014,19:00,25.5,75,1012.3,2,13
31/12/2014,20:00,24.9,79,1012.9,1.7,138
31/12/2014,21:00,24.3,79,1013.3,1.9,133
31/12/2014,22:00,23.9,82,1013.7,1.4,147
31/12/2014,23:00,23.3,86,1013.7,1.5,189
01/01/2015,00:00,22.9,88,1013.6,1.4,187
01/01/2015,01:00,22.4,90,1012.7,1.4,216
01/01/2015,02:00,22.4,93,1012.3,1.3,253
01/01/2015,03:00,22.9,94,1012.2,2.1,294
01/01/2015,04:00,23,94,1012.2,2.8,339
01/01/2015,05:00,22.9,94,1012.2,3.4,314
01/01/2015,06:00,22.6,93,1012.8,1.6,274
01/01/2015,07:00,22.9,94,1013.8,2.2,301
01/01/2015,08:00,23.5,92,1014.9,3.1,336
01/01/2015,09:00,24.6,84,1015.3,3.9,351
01/01/2015,10:00,25.9,76,1015.3,3.9,350
01/01/2015,11:00,27,71,1014.7,3.9,332
01/01/2015,12:00,27.6,69,1013.6,4.7,5
01/01/2015,13:00,28.5,61,1012.3,2.7,1
01/01/2015,14:00,29,64,1011.5,2.7,357
01/01/2015,15:00,27.5,68,1011.4,3.9,358
01/01/2015,16:00,28.5,63,1011.2,2.7,304
01/01/2015,17:00,28.5,63,1011.7,2.7,328
01/01/2015,18:00,27,71,1012.3,1.9,292
01/01/2015,19:00,25.6,77,1012.7,1.3,253
01/01/2015,20:00,24.5,83,1013.7,2.1,230
01/01/2015,21:00,24,84,1014.3,2.1,267
01/01/2015,22:00,24.1,86,1014.4,0.6,158
01/01/2015,23:00,24.1,82,1014,0.8,42
02/01/2015,00:00,23.7,87,1014,0.3,253
02/01/2015,01:00,23.3,86,1013.6,2.8,336
02/01/2015,02:00,23.2,91,1013.1,4.5,10
02/01/2015,03:00,22.8,76,1012.8,4.9,12
02/01/2015,04:00,21.9,75,1012.6,4.2,358
02/01/2015,05:00,21.5,71,1012.8,3.3,352
02/01/2015,06:00,20.6,77,1013.6,3.5,332
02/01/2015,07:00,20.1,77,1014.4,3,344
02/01/2015,08:00,20.5,76,1015.4,3.6,329
02/01/2015,09:00,21.9,70,1015.4,4.7,321
02/01/2015,10:00,23.4,68,1015.8,4,332
02/01/2015,11:00,24.5,65,1015.4,4.4,334
02/01/2015,12:00,25.2,65,1014.7,3.3,351
02/01/2015,13:00,25.8,64,1013.3,3.5,347
02/01/2015,14:00,26.3,64,1012.5,3,349
02/01/2015,15:00,26.6,65,1012.2,2.9,349
02/01/2015,16:00,26.5,66,1012.5,2,349
02/01/2015,17:00,26.1,69,1012.9,1.6,332
02/01/2015,18:00,25.3,70,1013.2,1.2,277
02/01/2015,19:00,24.3,76,1013.4,1.7,223
02/01/2015,20:00,23.8,81,1013.9,1.9,244
02/01/2015,21:00,23.4,85,1014.4,1.3,200
02/01/2015,22:00,23.6,84,1014,1,248
02/01/2015,23:00,23.7,86,1013.7,0.9,313
03/01/2015,00:00,24.2,82,1013.6,2.2,4
03/01/2015,01:00,24,86,1013.2,2.9,10
03/01/2015,02:00,23.7,84,1012.5,3.8,357
03/01/2015,03:00,23.6,85,1012.6,3.2,341
03/01/2015,04:00,23.5,82,1012.8,3.4,349
03/01/2015,05:00,23.2,84,1013.3,2.7,345
03/01/2015,06:00,23,85,1013.8,3,333
03/01/2015,07:00,22.7,88,1014.4,3.5,328
03/01/2015,08:00,23.1,85,1014.9,4.3,337
03/01/2015,09:00,24,79,1015.3,3.7,341
03/01/2015,10:00,24.6,76,1015.1,3.8,353
03/01/2015,11:00,25.7,74,1014.3,4.4,340
03/01/2015,12:00,26.6,72,1013.6,4.4,356
03/01/2015,13:00,27.6,71,1012.3,3.3,6
03/01/2015,14:00,28.9,64,1011.6,3.1,356
03/01/2015,15:00,29,65,1011,1.7,10
03/01/2015,16:00,29.1,65,1010.6,3.2,337
03/01/2015,17:00,28.6,69,1010.7,1.9,318
03/01/2015,18:00,27.4,74,1010.9,1.4,278
03/01/2015,19:00,26.2,80,1011.4,1.7,248
03/01/2015,20:00,26,81,1012,1.6,212
03/01/2015,21:00,25.5,84,1012.6,1.4,180
03/01/2015,22:00,25.3,86,1012.7,1.3,157
03/01/2015,23:00,24.7,80,1012.5,1.9,294
04/01/2015,00:00,24.7,78,1012.1,1.9,286
04/01/2015,01:00,23.7,82,1011.8,1.8,261
04/01/2015,02:00,22.9,89,1011.1,1.8,221
04/01/2015,03:00,22.8,89,1010.6,1.9,283
04/01/2015,04:00,23.2,88,1010.3,3.4,302
04/01/2015,05:00,22.9,88,1010.6,1.9,322
04/01/2015,06:00,22.6,89,1011,2,313
04/01/2015,07:00,22.5,91,1011.6,1.7,332
04/01/2015,08:00,23.2,90,1012.2,1.8,314
04/01/2015,09:00,24.4,87,1012.6,1,352
04/01/2015,10:00,25.7,81,1012.5,1,345
04/01/2015,11:00,28.1,75,1012.3,2,43
04/01/2015,12:00,28.6,73,1011.5,1.8,10
04/01/2015,13:00,29.6,68,1010.5,1.7,359
04/01/2015,14:00,30.3,61,1009.6,1.5,47
04/01/2015,15:00,30.1,63,1009.3,2.1,78
04/01/2015,16:00,30.1,62,1009.3,2.1,81
04/01/2015,17:00,29.7,65,1009.8,1.1,114
04/01/2015,18:00,28.3,73,1010.5,2,168
04/01/2015,19:00,27.1,77,1010.7,1.8,168
04/01/2015,20:00,26.6,78,1011.1,1,135
04/01/2015,21:00,26,78,1011.2,1.1,144
04/01/2015,22:00,25.4,81,1011,0,-
04/01/2015,23:00,24.6,86,1010.9,1.5,224
05/01/2015,00:00,24.3,88,1011,1.4,214
05/01/2015,01:00,24.4,88,1011,0.7,234
05/01/2015,02:00,24.6,87,1010.4,1.3,206
05/01/2015,03:00,24.6,88,1010.3,1.6,182
05/01/2015,04:00,24.6,89,1010.1,1.7,206
05/01/2015,05:00,24.4,91,1010.4,0.4,175
05/01/2015,06:00,24.3,91,1010.9,0.2,164
05/01/2015,07:00,24.5,92,1011.2,1.2,273
05/01/2015,08:00,25.2,91,1012.1,2.6,39
05/01/2015,09:00,25.8,92,1012.1,1.2,2
05/01/2015,10:00,26.9,85,1011.8,0.5,317
